species,wavelength_air_nm,A_ki_s_1,acc_A,E_i_cm1,E_k_cm1,g_i,g_k,lower_term,upper_term,transition,source,notes,nist_wavelength_source,wavenumber_cm1,relative_intensity,transition_type,tp_ref,line_ref
Ne II,372.0719,,,281025.9326,307894.8198,6.0,6.0,2s2.2p4.(3P).3d 2F J=5/2,2s2.2p4.(3P).5p 4D* J=5/2,2s2.2p4.(3P).3d 2F J=5/2 -> 2s2.2p4.(3P).5p 4D* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26868.88,12.0,,,L1406
Ne II,372.1819,20000000.0,D,254164.9888,281025.9326,4.0,6.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 2F J=5/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 2F J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),26860.942,100.0,,T380,L1406
Ne II,372.6872,12000000.0,D,254164.9888,280989.5229,4.0,4.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 4P J=3/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 4P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),26824.524,60.0,,T380,L1406
Ne II,372.71081,98000000.0,D,224699.2716,251522.0967,2.0,4.0,2s2.2p4.(3P).3s 2P J=1/2,2s2.2p4.(3P).3p 2D* J=3/2,2s2.2p4.(3P).3s 2P J=1/2 -> 2s2.2p4.(3P).3p 2D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T867LS; line_ref=L5951,obs_wl_air(nm),26822.8252,500.0,,T867LS,L5951
Ne II,372.92,,,292451.7592,319259.49,4.0,2.0,2s2.2p4.(3P).4p 2D* J=3/2,2s2.2p4.(3P).7s 2P J=1/2,2s2.2p4.(3P).4p 2D* J=3/2 -> 2s2.2p4.(3P).7s 2P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),26807.78,26.0,,,L11529
Ne II,373.0976,,,276276.8361,303071.8002,4.0,6.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 4P J=5/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 4P J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26795.02,100.0,,,L1406
Ne II,373.2346,,,280989.5229,307774.6858,4.0,4.0,2s2.2p4.(3P).3d 4P J=3/2,2s2.2p4.(3P).5p 4D* J=3/2,2s2.2p4.(3P).3d 4P J=3/2 -> 2s2.2p4.(3P).5p 4D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26785.18,60.0,,,L1406
Ne II,373.2775,3000000.0,D,254164.9888,280947.0768,4.0,4.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 4F J=3/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 4F J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),26782.11,,,T380,L1406
Ne II,373.493884,19000000.0,D,219648.4248,246415.0144,4.0,4.0,2s2.2p4.(3P).3s 4P J=3/2,2s2.2p4.(3P).3p 4P* J=3/2,2s2.2p4.(3P).3s 4P J=3/2 -> 2s2.2p4.(3P).3p 4P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T867LS; line_ref=L5951,obs_wl_air(nm),26766.5894,180.0,,T867LS,L5951
Ne II,373.8683,,,281998.2635,308738.0108,6.0,4.0,2s2.2p4.(3P).4s 4P J=5/2,2s2.2p4.(3P).5p 2P* J=3/2,2s2.2p4.(3P).4s 4P J=5/2 -> 2s2.2p4.(3P).5p 2P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26739.78,12.0,,,L1406
Ne II,374.05987,,,276511.8,303237.8943,2.0,4.0,2s2.2p4.(1D).3p 2P* J=1/2,2s2.2p4.(3P).4d 2P J=3/2,2s2.2p4.(1D).3p 2P* J=1/2 -> 2s2.2p4.(3P).4d 2P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L5951,obs_wl_air(nm),26726.09,120.0,,,L5951
Ne II,374.0964,,,281171.3566,307894.8198,6.0,6.0,2s2.2p4.(3P).3d 4P J=5/2,2s2.2p4.(3P).5p 4D* J=5/2,2s2.2p4.(3P).3d 4P J=5/2 -> 2s2.2p4.(3P).5p 4D* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26723.48,12.0,,,L1406
Ne II,374.46245,26000000.0,D,254292.1683,280989.5229,2.0,4.0,2s2.2p4.(3P).3p 2P* J=1/2,2s2.2p4.(3P).3d 4P J=3/2,2s2.2p4.(3P).3p 2P* J=1/2 -> 2s2.2p4.(3P).3d 4P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L5951,obs_wl_air(nm),26697.358,100.0,,T380,L5951
Ne II,374.6466,,,276276.8361,302961.0417,4.0,4.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 4F J=3/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 4F J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26684.24,80.0,,,L1406
Ne II,374.7855,,,281332.521,308006.846,2.0,2.0,2s2.2p4.(3P).3d 2P J=1/2,2s2.2p4.(3P).5p 2S* J=1/2,2s2.2p4.(3P).3d 2P J=1/2 -> 2s2.2p4.(3P).5p 2S* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26674.35,80.0,,,L1406
Ne II,375.0589,,,254292.1683,280947.0768,2.0,4.0,2s2.2p4.(3P).3p 2P* J=1/2,2s2.2p4.(3P).3d 4F J=3/2,2s2.2p4.(3P).3p 2P* J=1/2 -> 2s2.2p4.(3P).3d 4F J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26654.9,12.0,,,L1406
Ne II,375.124597,18000000.0,D,219947.4453,246597.6805,2.0,2.0,2s2.2p4.(3P).3s 4P J=1/2,2s2.2p4.(3P).3p 4P* J=1/2,2s2.2p4.(3P).3s 4P J=1/2 -> 2s2.2p4.(3P).3p 4P* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T867LS; line_ref=L5951,obs_wl_air(nm),26650.2346,160.0,,T867LS,L5951
Ne II,375.37792,45000000.0,D,254164.9888,280797.2387,4.0,6.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 4F J=5/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 4F J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L5951,obs_wl_air(nm),26632.2502,140.0,,T380,L5951
Ne II,375.4879,950000.0,D,252798.4654,279422.869,2.0,2.0,2s2.2p4.(3P).3p 2S* J=1/2,2s2.2p4.(3P).3d 4D J=1/2,2s2.2p4.(3P).3p 2S* J=1/2 -> 2s2.2p4.(3P).3d 4D J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),26624.45,12.0,,T380,L1406
Ne II,375.639,,,276276.8361,302890.5369,4.0,6.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 2F J=5/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 2F J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26613.74,22.0,,,L1406
Ne II,376.051,,,291801.858,318386.291,4.0,4.0,2s2.2p4.(3P).4p 4D* J=3/2,2s2.2p4.(3P).7s 2P J=3/2,2s2.2p4.(3P).4p 4D* J=3/2 -> 2s2.2p4.(3P).7s 2P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),26584.58,9.0,,,L11529
Ne II,376.3644,,,276276.8361,302839.2693,4.0,6.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 4F J=5/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 4F J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26562.45,80.0,,,L1406
Ne II,376.471,,,276276.8361,302831.764,4.0,2.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 2P J=1/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 2P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26554.93,60.0,,,L1406
Ne II,376.6259,29000000.0,D,219648.4248,246192.413,4.0,6.0,2s2.2p4.(3P).3s 4P J=3/2,2s2.2p4.(3P).3p 4P* J=5/2,2s2.2p4.(3P).3s 4P J=3/2 -> 2s2.2p4.(3P).3p 4P* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T867LS; line_ref=L1406,obs_wl_air(nm),26544.004,200.0,,T867LS,L1406
Ne II,376.6811,,,276276.8361,302816.9602,4.0,4.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 4P J=3/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 4P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26540.11,12.0,,,L1406
Ne II,377.054,,,292033.1263,318546.99,6.0,8.0,2s2.2p4.(3P).4p 2D* J=5/2,2s2.2p4.(3P).6d 4F J=7/2,2s2.2p4.(3P).4p 2D* J=5/2 -> 2s2.2p4.(3P).6d 4F J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),26513.87,8.0,,,L11529
Ne II,377.417,,,292451.7592,318940.046,4.0,4.0,2s2.2p4.(3P).4p 2D* J=3/2,2s2.2p4.(3P).7s 4P J=3/2,2s2.2p4.(3P).4p 2D* J=3/2 -> 2s2.2p4.(3P).7s 4P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529c153,obs_wl_air(nm),26488.37,3.0,,,L11529c153
Ne II,377.68818,740000.0,D,252953.5198,279422.869,4.0,2.0,2s2.2p4.(3P).3p 4S* J=3/2,2s2.2p4.(3P).3d 4D J=1/2,2s2.2p4.(3P).3p 4S* J=3/2 -> 2s2.2p4.(3P).3d 4D J=1/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T380,ritz_wl_air(nm),26469.349,,,T380,
Ne II,377.713589,42000000.0,D,219947.4453,246415.0144,2.0,4.0,2s2.2p4.(3P).3s 4P J=1/2,2s2.2p4.(3P).3p 4P* J=3/2,2s2.2p4.(3P).3s 4P J=1/2 -> 2s2.2p4.(3P).3p 4P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T867LS; line_ref=L5951,obs_wl_air(nm),26467.5683,200.0,,T867LS,L5951
Ne II,378.519,,,292451.7592,318862.91,4.0,6.0,2s2.2p4.(3P).4p 2D* J=3/2,2s2.2p4.(3P).6d 2F J=5/2,2s2.2p4.(3P).4p 2D* J=3/2 -> 2s2.2p4.(3P).6d 2F J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),26411.25,5.0,,,L11529
Ne II,379.0922,1700000.0,D,252953.5198,279324.8733,4.0,4.0,2s2.2p4.(3P).3p 4S* J=3/2,2s2.2p4.(3P).3d 4D J=3/2,2s2.2p4.(3P).3p 4S* J=3/2 -> 2s2.2p4.(3P).3d 4D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),26371.32,120.0,,T380,L1406
Ne II,379.2159,,,282375.3049,308738.0108,4.0,4.0,2s2.2p4.(3P).4s 4P J=3/2,2s2.2p4.(3P).5p 2P* J=3/2,2s2.2p4.(3P).4s 4P J=3/2 -> 2s2.2p4.(3P).5p 2P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26362.72,80.0,,,L1406
Ne II,379.355,,,292033.1263,318386.291,6.0,4.0,2s2.2p4.(3P).4p 2D* J=5/2,2s2.2p4.(3P).7s 2P J=3/2,2s2.2p4.(3P).4p 2D* J=5/2 -> 2s2.2p4.(3P).7s 2P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),26353.05,16.0,,,L11529
Ne II,379.554,,,292651.298,318990.64,4.0,2.0,2s2.2p4.(3P).4p 4S* J=3/2,2s2.2p4.(3P).7s 4P J=1/2,2s2.2p4.(3P).4p 4S* J=3/2 -> 2s2.2p4.(3P).7s 4P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),26339.23,5.0,,,L11529
Ne II,379.8323,,,280989.5229,307309.4584,4.0,2.0,2s2.2p4.(3P).3d 4P J=3/2,2s2.2p4.(3P).5p 4P* J=1/2,2s2.2p4.(3P).3d 4P J=3/2 -> 2s2.2p4.(3P).5p 4P* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L5951,obs_wl_air(nm),26319.94,,,,L5951
Ne II,379.8323,,,276511.8,302831.764,2.0,2.0,2s2.2p4.(1D).3p 2P* J=1/2,2s2.2p4.(3P).4d 2P J=1/2,2s2.2p4.(1D).3p 2P* J=1/2 -> 2s2.2p4.(3P).4d 2P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L5951,obs_wl_air(nm),26319.94,,,,L5951
Ne II,379.99645,37000000.0,D,254164.9888,280473.555,4.0,4.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 2D J=3/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 2D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L5951,obs_wl_air(nm),26308.566,160.0,,T380,L5951
Ne II,380.0457,,,276511.8,302816.9602,2.0,4.0,2s2.2p4.(1D).3p 2P* J=1/2,2s2.2p4.(3P).4d 4P J=3/2,2s2.2p4.(1D).3p 2P* J=1/2 -> 2s2.2p4.(3P).4d 4P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26305.16,60.0,,,L1406
Ne II,380.0816,,,281720.2755,308022.9587,4.0,2.0,2s2.2p4.(3P).3d 2P J=3/2,2s2.2p4.(3P).5p 4D* J=1/2,2s2.2p4.(3P).3d 2P J=3/2 -> 2s2.2p4.(3P).5p 4D* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26302.67,12.0,,,L1406
Ne II,380.1013,,,280768.508,307069.808,2.0,4.0,2s2.2p4.(3P).3d 4P J=1/2,2s2.2p4.(3P).5p 4P* J=3/2,2s2.2p4.(3P).3d 4P J=1/2 -> 2s2.2p4.(3P).5p 4P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26301.31,12.0,,,L1406
Ne II,380.283,,,292651.298,318940.046,4.0,4.0,2s2.2p4.(3P).4p 4S* J=3/2,2s2.2p4.(3P).7s 4P J=3/2,2s2.2p4.(3P).4p 4S* J=3/2 -> 2s2.2p4.(3P).7s 4P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529c153,obs_wl_air(nm),26288.74,5.0,,,L11529c153
Ne II,380.6252,1300000.0,D,252953.5198,279218.6416,4.0,6.0,2s2.2p4.(3P).3p 4S* J=3/2,2s2.2p4.(3P).3d 4D J=5/2,2s2.2p4.(3P).3p 4S* J=3/2 -> 2s2.2p4.(3P).3d 4D J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),26265.11,120.0,,T380,L1406
Ne II,381.84236,61000000.0,D,254292.1683,280473.555,2.0,4.0,2s2.2p4.(3P).3p 2P* J=1/2,2s2.2p4.(3P).3d 2D J=3/2,2s2.2p4.(3P).3p 2P* J=1/2 -> 2s2.2p4.(3P).3d 2D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L5951,obs_wl_air(nm),26181.3876,200.0,,T380,L5951
Ne II,382.3157,,,276276.8361,302425.8139,4.0,4.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 2D J=3/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 2D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26148.97,100.0,,,L1406
Ne II,382.97503,84000000.0,D,254164.9888,280268.9453,4.0,6.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 2D J=5/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 2D J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L5951,obs_wl_air(nm),26103.9566,240.0,,T380,L5951
Ne II,384.05,,,276276.8361,302307.723,4.0,6.0,2s2.2p4.(1D).3p 2P* J=3/2,2s2.2p4.(3P).4d 2D J=5/2,2s2.2p4.(1D).3p 2P* J=3/2 -> 2s2.2p4.(3P).4d 2D J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),26030.89,140.0,,,L1406
Ne II,385.7812,,,276511.8,302425.8139,2.0,4.0,2s2.2p4.(1D).3p 2P* J=1/2,2s2.2p4.(3P).4d 2D J=3/2,2s2.2p4.(1D).3p 2P* J=1/2 -> 2s2.2p4.(3P).4d 2D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),25914.08,60.0,,,L1406
Ne II,386.893,,,292546.687,318386.291,2.0,4.0,2s2.2p4.(3P).4p 2S* J=1/2,2s2.2p4.(3P).7s 2P J=3/2,2s2.2p4.(3P).4p 2S* J=1/2 -> 2s2.2p4.(3P).7s 2P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),25839.61,8.0,,,L11529
Ne II,389.6847,,,283322.3319,308976.8347,4.0,2.0,2s2.2p4.(3P).4s 2P J=3/2,2s2.2p4.(3P).5p 2P* J=1/2,2s2.2p4.(3P).4s 2P J=3/2 -> 2s2.2p4.(3P).5p 2P* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),25654.5,100.0,,,L1406
Ne II,390.384818,84000.0,D,224087.0092,249695.5051,4.0,4.0,2s2.2p4.(3P).3s 2P J=3/2,2s2.2p4.(3P).3p 4D* J=3/2,2s2.2p4.(3P).3s 2P J=3/2 -> 2s2.2p4.(3P).3p 4D* J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T380,ritz_wl_air(nm),25608.4959,,,T380,
Ne II,393.0298,,,276511.8,301947.9789,2.0,4.0,2s2.2p4.(1D).3p 2P* J=1/2,2s2.2p4.(3P).4d 4D J=3/2,2s2.2p4.(1D).3p 2P* J=1/2 -> 2s2.2p4.(3P).4d 4D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),25436.16,12.0,,,L1406
Ne II,393.3469,,,283322.3319,308738.0108,4.0,4.0,2s2.2p4.(3P).4s 2P J=3/2,2s2.2p4.(3P).5p 2P* J=3/2,2s2.2p4.(3P).4s 2P J=3/2 -> 2s2.2p4.(3P).5p 2P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),25415.66,180.0,,,L1406
Ne II,394.2258,1000000.0,D,224087.0092,249445.9632,4.0,6.0,2s2.2p4.(3P).3s 2P J=3/2,2s2.2p4.(3P).3p 4D* J=5/2,2s2.2p4.(3P).3s 2P J=3/2 -> 2s2.2p4.(3P).3p 4D* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),25359.0,160.0,,T380,L1406
Ne II,395.8038,,,254164.9888,279422.869,4.0,2.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 4D J=1/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 4D J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),25257.9,22.0,,,L1406
Ne II,397.14,,,294086.4608,319259.49,4.0,2.0,2s2.2p4.(3P).4p 2P* J=3/2,2s2.2p4.(3P).7s 2P J=1/2,2s2.2p4.(3P).4p 2P* J=3/2 -> 2s2.2p4.(3P).7s 2P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),25172.92,10.0,,,L11529
Ne II,397.3455,,,254164.9888,279324.8733,4.0,4.0,2s2.2p4.(3P).3p 2P* J=3/2,2s2.2p4.(3P).3d 4D J=3/2,2s2.2p4.(3P).3p 2P* J=3/2 -> 2s2.2p4.(3P).3d 4D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),25159.9,12.0,,,L1406
Ne II,398.5725,,,283894.3965,308976.8347,2.0,2.0,2s2.2p4.(3P).4s 2P J=1/2,2s2.2p4.(3P).5p 2P* J=1/2,2s2.2p4.(3P).4s 2P J=1/2 -> 2s2.2p4.(3P).5p 2P* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),25082.44,160.0,,,L1406
Ne II,399.9471,370000.0,D,224699.2716,249695.5051,2.0,4.0,2s2.2p4.(3P).3s 2P J=1/2,2s2.2p4.(3P).3p 4D* J=3/2,2s2.2p4.(3P).3s 2P J=1/2 -> 2s2.2p4.(3P).3p 4D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T380; line_ref=L1406,obs_wl_air(nm),24996.24,100.0,,T380,L1406
Ne II,401.068,,,294333.192,319259.49,2.0,2.0,2s2.2p4.(3P).4p 2P* J=1/2,2s2.2p4.(3P).7s 2P J=1/2,2s2.2p4.(3P).4p 2P* J=1/2 -> 2s2.2p4.(3P).7s 2P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),24926.38,10.0,,,L11529
Ne II,402.242,,,294086.4608,318940.046,4.0,4.0,2s2.2p4.(3P).4p 2P* J=3/2,2s2.2p4.(3P).7s 4P J=3/2,2s2.2p4.(3P).4p 2P* J=3/2 -> 2s2.2p4.(3P).7s 4P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529c153,obs_wl_air(nm),24853.63,5.0,,,L11529c153
Ne II,402.4043,,,283894.3965,308738.0108,2.0,4.0,2s2.2p4.(3P).4s 2P J=1/2,2s2.2p4.(3P).5p 2P* J=3/2,2s2.2p4.(3P).4s 2P J=1/2 -> 2s2.2p4.(3P).5p 2P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),24843.61,80.0,,,L1406
Ne II,405.443,,,294333.192,318990.64,2.0,2.0,2s2.2p4.(3P).4p 2P* J=1/2,2s2.2p4.(3P).7s 4P J=1/2,2s2.2p4.(3P).4p 2P* J=1/2 -> 2s2.2p4.(3P).7s 4P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L11529,obs_wl_air(nm),24657.41,6.0,,,L11529
Ne II,406.2973,,,279218.6416,303824.2119,6.0,8.0,2s2.2p4.(3P).3d 4D J=5/2,2s2.2p4.(3P<0>).4f 2[3]* J=7/2,2s2.2p4.(3P).3d 4D J=5/2 -> 2s2.2p4.(3P<0>).4f 2[3]* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L5951,obs_wl_air(nm),24605.57,160.0,,,L5951
Ne II,408.051,,,279324.8733,303824.6705,4.0,6.0,2s2.2p4.(3P).3d 4D J=3/2,2s2.2p4.(3P<0>).4f 2[3]* J=5/2,2s2.2p4.(3P).3d 4D J=3/2 -> 2s2.2p4.(3P<0>).4f 2[3]* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L9088,obs_wl_air(nm),24499.824,140.0,,,L9088
Ne II,408.6772,,,279137.6053,303599.9098,8.0,8.0,2s2.2p4.(3P).3d 4D J=7/2,2s2.2p4.(3P<1>).4f 2[3]* J=7/2,2s2.2p4.(3P).3d 4D J=7/2 -> 2s2.2p4.(3P<1>).4f 2[3]* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L9088,obs_wl_air(nm),24462.28,80.0,,,L9088
Ne II,409.8732,,,279137.6053,303528.5122,8.0,8.0,2s2.2p4.(3P).3d 4D J=7/2,2s2.2p4.(3P<1>).4f 2[4]* J=7/2,2s2.2p4.(3P).3d 4D J=7/2 -> 2s2.2p4.(3P<1>).4f 2[4]* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),24390.91,12.0,,,L1406
Ne II,409.88645,,,279137.6053,303527.7267,8.0,10.0,2s2.2p4.(3P).3d 4D J=7/2,2s2.2p4.(3P<1>).4f 2[4]* J=9/2,2s2.2p4.(3P).3d 4D J=7/2 -> 2s2.2p4.(3P<1>).4f 2[4]* J=9/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L9088,obs_wl_air(nm),24390.117,160.0,,,L9088
Ne II,410.0353,,,279218.6416,303599.9098,6.0,8.0,2s2.2p4.(3P).3d 4D J=5/2,2s2.2p4.(3P<1>).4f 2[3]* J=7/2,2s2.2p4.(3P).3d 4D J=5/2 -> 2s2.2p4.(3P<1>).4f 2[3]* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),24381.263,120.0,,,L1406
Ne II,410.191,,,279137.6053,303509.514,8.0,6.0,2s2.2p4.(3P).3d 4D J=7/2,2s2.2p4.(3P<1>).4f 2[2]* J=5/2,2s2.2p4.(3P).3d 4D J=7/2 -> 2s2.2p4.(3P<1>).4f 2[2]* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),24372.01,,,,L1406
Ne II,411.2394,,,279218.6416,303528.5122,6.0,8.0,2s2.2p4.(3P).3d 4D J=5/2,2s2.2p4.(3P<1>).4f 2[4]* J=7/2,2s2.2p4.(3P).3d 4D J=5/2 -> 2s2.2p4.(3P<1>).4f 2[4]* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1406,obs_wl_air(nm),24309.877,100.0,,,L1406
